NA,s10,s100,s1000,smax,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,length,popdens,wetland,psig0,psig0coef,psigA,psigB,rsig0,rsigA,rsigB
Chile4018,0.139,0.284,0.434,3.434,174,62,66,73,65,41,41,41,36,36,36,36,37,37,37,127.795,17.916,28.8,16.84887651,72.47988416,0.051684723,6.400201274,16.84887651,0.195835304,8.205093112
Chile4028,0.118,0.238,0.359,3.359,269,32,38,35,26,35,35,35,49.75,49.75,49.75,49.75,36.75,36.75,36.75,56.98,19.655,0,2.644604271,12.54242494,0.055525488,6.940064749,2.644604271,0.193800745,9.106406526
Chile4029,0.122,0.248,0.376,3.376,181,9,9,7,14,15.66666667,15.66666667,15.66666667,11.5,11.5,11.5,11.5,7.5,7.5,7.5,103.574,34.541,4.616,0.66450665,3.67601821,0.057422295,7.94279631,0.66450665,0.191697373,10.56224006
Chile4030,0.143,0.29,0.44,3.44,511,81,79,70,72,70.33333333,70.33333333,70.33333333,52.75,52.75,52.75,52.75,40.25,40.25,40.25,263.592,19.821,0,1.377505538,7.718253126,0.057872712,8.051612696,1.377505538,0.191851071,10.71618648
Chile4032,0.135,0.274,0.416,3.416,294,13,13,11,9,7.666666667,7.666666667,7.666666667,7,7,7,7,7.75,7.75,7.75,47.844,57.072,0,0.848024928,5.501008339,0.063770764,9.015088873,0.848024928,0.191123209,12.32002711
Chile4033,0.168,0.344,0.524,3.524,141,33,29,17,34,22,22,22,21,21,21,21,23.25,23.25,23.25,23.19,76.077,156.11,0.924784868,5.865827444,0.064331871,8.7898803,0.924784868,0.195757974,11.92638299
Chile4034,0.115,0.232,0.349,3.349,899,52,19,16,13,31,31,31,30.5,30.5,30.5,30.5,29.5,29.5,29.5,628.252,8.45,205.814,0.836627252,7.650434247,0.061964289,13.05294605,0.836627252,0.187363483,17.68115327
Chile4039,0.116,0.233,0.352,3.352,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,19.981,0.599,0,0.277990454,2.550438432,0.060995025,13.06158819,0.277990454,0.187903179,17.67496994
Chile4040,0.115,0.232,0.349,3.349,6,1,1,2,1,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,0,0,0,8.749,0.881,0,1.424797975,13.11955163,0.05979372,13.23799505,1.424797975,0.179919002,18.1282307
Chile4041,0.124,0.25,0.379,3.379,3055,244,192,153,234,111.3333333,111.3333333,111.3333333,103.5,103.5,103.5,103.5,82.5,82.5,82.5,2494.975,0.155,0,0.214834242,1.464546549,0.063064699,9.4054528,0.214834242,0.188907774,12.87762929
Chile8353,0.14,0.284,0.431,3.431,167,9,9,9,8,6.666666667,6.666666667,6.666666667,6.75,6.75,6.75,6.75,5.75,5.75,5.75,53.017,6.31,4.86,0.706061698,4.041034841,0.058800903,8.145177972,0.706061698,0.189507151,10.92931298
Chile8354,0.151,0.308,0.469,3.469,1328,165,124,110,111,98,98,98,79.25,79.25,79.25,79.25,59.25,59.25,59.25,335.375,18.076,0,13.94242195,54.86318798,0.047668001,6.05810342,13.94242195,0.194541325,7.572064236
Chile8355,0.136,0.276,0.419,3.419,485,42,34,45,28,28.33333333,28.33333333,28.33333333,30.5,30.5,30.5,30.5,31.25,31.25,31.25,298.292,15.807,0,0.303722039,4.343052146,0.05804869,20.76835036,0.303722039,0.163697054,29.25594509
Chile8356,0.145,0.295,0.449,3.449,174,5,3,7,5,2.333333333,2.333333333,2.333333333,3.5,3.5,3.5,3.5,2.25,2.25,2.25,60.355,6.296,0,0.207770573,1.463374154,0.056258069,10.08045514,0.207770573,0.185784115,13.44944669
Chile8357,0.255,0.528,0.813,3.813,418,4,6,4,3,1,1,1,1.5,1.5,1.5,1.5,0.5,0.5,0.5,73.264,24.674,464.394,0.108138192,0.732655479,0.060554295,9.491202641,0.108138192,0.193282945,12.50682404
Chile8359,0.153,0.314,0.479,3.479,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,47.798,0,21.25,0.429763038,2.930122208,0.062622777,9.560132601,0.429763038,0.195153082,12.82039797
Chile8358,0.178,0.365,0.559,3.559,482,14,11,10,2,4,4,4,3.5,3.5,3.5,3.5,3,3,3,127.371,2.301,0,0.107038408,0.732352859,0.063653773,9.326438128,0.107038408,0.189533166,12.76655353
Chile8360,0.213,0.44,0.677,3.677,140,1,1,1,1,0,0,0,0,0,0,0,0,0,0,42.682,0.423,0,0.132426285,0.735394947,0.05595764,7.89314848,0.132426285,0.183700463,10.62067175
Chile8361,0.134,0.273,0.414,3.414,125,16,8,6,4,6.666666667,6.666666667,6.666666667,2.75,2.75,2.75,2.75,3.25,3.25,3.25,89.804,0.423,0,0.11086757,1.090290417,0.062687598,13.87984588,0.11086757,0.184704379,19.25559322
Chile8362,0.153,0.311,0.475,3.475,96,2,5,4,1,1,1,1,1.75,1.75,1.75,1.75,1.25,1.25,1.25,48.959,0.464,0,0.071782671,0.726570245,0.060198053,14.37725136,0.071782671,0.182359852,19.90443365
Chile8363,0.135,0.275,0.418,3.418,11,1,1,1,1,2.333333333,2.333333333,2.333333333,1.75,1.75,1.75,1.75,0.75,0.75,0.75,57.621,0.423,0,0.358079857,3.634273504,0.059704962,14.33802703,0.358079857,0.18165501,19.70220099
Chile8364,0.142,0.289,0.44,3.44,38,1,3,1,4,1.333333333,1.333333333,1.333333333,0.5,0.5,0.5,0.5,1.75,1.75,1.75,57.851,0.423,0,0.072555861,0.726688959,0.059733685,14.33036083,0.072555861,0.183410073,19.41331464
Chile8365,0.176,0.362,0.553,3.553,260,6,5,5,5,6.333333333,6.333333333,6.333333333,2.5,2.5,2.5,2.5,2,2,2,61.433,0.423,0,0.109738148,1.090164068,0.061454707,14.05587973,0.109738148,0.181089902,19.55337454
Chile8366,0.996,2.099,3.278,6.278,420,2,4,1,3,2,2,2,0.75,0.75,0.75,0.75,1.75,1.75,1.75,56.97,2.275,0,0.105165534,1.089522377,0.061806344,14.69532,0.105165534,0.183736806,20.25923014
Chile8367,0.149,0.303,0.461,3.461,289,5,5,2,1,2.666666667,2.666666667,2.666666667,4,4,4,4,2.5,2.5,2.5,48.79,0.423,0,0.068059435,0.726056724,0.06210908,15.10208576,0.068059435,0.17339739,21.36139502
Chile8368,0.152,0.31,0.472,3.472,82,7,3,3,3,3.333333333,3.333333333,3.333333333,2.75,2.75,2.75,2.75,2.25,2.25,2.25,55.801,0.423,0,0.069282823,0.726225904,0.061765591,14.8624932,0.069282823,0.183545292,20.33058399
Chile8369,0.17,0.347,0.531,3.531,100,2,7,1,7,1,1,1,1.75,1.75,1.75,1.75,0.75,0.75,0.75,57.513,0.423,0,3.020390195,33.38451376,0.063662713,15.65466556,3.020390195,0.182713602,21.90907186
Chile8370,0.171,0.35,0.536,3.536,95,9,6,4,1,2.666666667,2.666666667,2.666666667,3.25,3.25,3.25,3.25,2.25,2.25,2.25,61.158,0.423,0,1.249133496,11.29673282,0.062039179,12.84383721,1.249133496,0.187402137,17.57629868
Chile8371,0.14,0.284,0.432,3.432,79,8,4,6,10,4.666666667,4.666666667,4.666666667,4.75,4.75,4.75,4.75,1.25,1.25,1.25,137.624,0.423,0,0.336568958,2.198600925,0.064322332,8.99363668,0.336568958,0.190784016,12.33493808
Chile8372,0.13,0.263,0.399,3.399,34,2,2,1,1,1.333333333,1.333333333,1.333333333,1.75,1.75,1.75,1.75,0.5,0.5,0.5,53.764,0.423,0,0.950325207,9.092505784,0.06180086,13.57622136,0.950325207,0.181888182,18.76835631
Chile8373,0.138,0.28,0.425,3.425,94,4,6,4,8,2.666666667,2.666666667,2.666666667,1.5,1.5,1.5,1.5,3,3,3,111.75,0.406,0,3.44176845,26.28566995,0.058562846,10.93130126,3.44176845,0.188347015,14.82643487
Chile8374,0.145,0.296,0.451,3.451,10,1,2,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,57.606,0.423,0,2.403167042,31.88824727,0.062552384,19.07969779,2.403167042,0.177097598,26.61523873
Chile8375,0.126,0.256,0.388,3.388,317,10,4,1,6,3,3,3,3.75,3.75,3.75,3.75,1.75,1.75,1.75,79.067,0.423,0,3.286920254,7.899330898,0.028612715,4.720780443,3.286920254,0.182923062,4.956149604
Chile8378,0.126,0.255,0.387,3.387,63,6,1,2,3,1,1,1,1.25,1.25,1.25,1.25,0.75,0.75,0.75,63.849,0.399,0,13.66695983,106.3276103,0.063301723,10.9710392,13.66695983,0.18835701,15.13786889
Chile8379,0.136,0.277,0.42,3.42,47,1,2,3,1,0.666666667,0.666666667,0.666666667,1.25,1.25,1.25,1.25,1,1,1,47.492,0.423,0,5.268306169,40.20448002,0.062705559,10.78574807,5.268306169,0.188444214,14.76403627
Chile4332,0.182,0.376,0.58,3.58,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,125.441,0.298,0,12.66658542,118.2110659,0.063860658,13.21294303,12.66658542,0.188451825,18.26636062
Chile8562,0.148,0.303,0.464,3.464,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,521.963,0.037,0,10.13476954,82.05116241,0.061357976,11.47406236,10.13476954,0.183195301,15.80694082
Chile8569,0.224,0.467,0.726,3.726,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,383.419,0.379,7.5,0.886732167,4.422224668,0.058255694,7.085692893,0.886732167,0.194309781,9.389900986
Chile8565,0.13,0.264,0.402,3.402,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.828,0.017,0,0.796932335,4.051937858,0.058844593,7.201342449,0.796932335,0.192737274,9.605784765
Colombia4800,0.108,0.217,0.327,3.327,50,1,2,2,4,0.666666667,0.666666667,0.666666667,1.25,1.25,1.25,1.25,0.75,0.75,0.75,28.27,106.518,766,3.419406525,25.59553348,0.061883863,10.6380416,3.419406525,0.188704361,14.45934304
Colombia4801,0.116,0.235,0.355,3.355,205,91,33,34,62,56,56,56,46.75,46.75,46.75,46.75,46.75,46.75,46.75,84.439,19.657,17.5,0.181771343,1.458461292,0.061384269,11.32192737,0.181771343,0.189794406,15.33105873
Colombia4802,0.133,0.271,0.413,3.413,180,57,18,23,70,66,66,66,65.25,65.25,65.25,65.25,58.5,58.5,58.5,82.512,12.583,11,3.19094433,37.36286276,0.063176631,16.57202882,3.19094433,0.181580442,22.95894912
Colombia4803,0.134,0.273,0.415,3.415,183,22,20,22,24,25,25,25,25.25,25.25,25.25,25.25,35.75,35.75,35.75,90.838,8.268,0,11.31867441,102.6118623,0.063720656,12.79121925,11.31867441,0.190338438,17.71652598
Colombia4804,0.13,0.264,0.401,3.401,268,38,31,26,20,22.66666667,22.66666667,22.66666667,19.5,19.5,19.5,19.5,18,18,18,127.732,8.268,127.443,35.13892903,345.984946,0.063225626,13.98922791,35.13892903,0.189084007,19.32607495
Colombia4805,0.123,0.251,0.38,3.38,57,14,9,13,8,8.666666667,8.666666667,8.666666667,5,5,5,5,7,7,7,49.353,8.341,22.839,7.688790525,177.6311297,0.055514886,35.29598808,7.688790525,0.161029039,48.80545646
Colombia4794,0.113,0.229,0.346,3.346,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.099,24.018,0,0.932109229,21.97560891,0.057483862,35.44721913,0.932109229,0.159219585,49.7997912
Colombia4797,0.165,0.34,0.521,3.521,1189,359,370,833,338,366.6666667,366.6666667,366.6666667,292.25,292.25,292.25,292.25,158.75,158.75,158.75,141.699,96.722,1021.316,0.51549175,11.8895323,0.057189018,34.88254026,0.51549175,0.156785891,48.92420372
Colombia4798,0.163,0.336,0.515,3.515,183,7,7,81,32,42,42,42,39.25,39.25,39.25,39.25,31.25,31.25,31.25,21.187,77.768,600.268,1.634137202,36.75845979,0.05620566,34.08071531,1.634137202,0.16298326,47.08278871
Colombia4799,0.107,0.215,0.324,3.324,194,25,25,35,15,13.66666667,13.66666667,13.66666667,14.25,14.25,14.25,14.25,16.25,16.25,16.25,95.542,140.56,30,1.58280603,33.52976813,0.056742455,31.80862272,1.58280603,0.166020368,43.80383332
Colombia4787,0.151,0.31,0.474,3.474,12,1,4,1,4,1.333333333,1.333333333,1.333333333,1,1,1,1,0.75,0.75,0.75,8.7,123.11,0,1.2910748,25.98784806,0.058028203,29.90298856,1.2910748,0.164614215,41.79633429
Colombia4791,0.133,0.27,0.411,3.411,19,1,4,2,8,41.33333333,41.33333333,41.33333333,14.25,14.25,14.25,14.25,12.5,12.5,12.5,10.01,48.074,0,1.838311826,42.87384549,0.055844498,35.50160035,1.838311826,0.16123526,49.16899018
Colombia4792,0.134,0.273,0.415,3.415,19,1,1,1,3,1.666666667,1.666666667,1.666666667,0.25,0.25,0.25,0.25,0.75,0.75,0.75,9.448,99.43,0,0.496649314,11.52875558,0.055269685,35.6812223,0.496649314,0.158082163,49.52163658
Colombia4793,0.116,0.234,0.353,3.353,46,1,1,2,3,2,2,2,4.5,4.5,4.5,4.5,3.75,3.75,3.75,25.669,54.91,0,1.498366085,34.94751894,0.055801952,35.5094764,1.498366085,0.161210642,49.17248553
Colombia4796,0.116,0.235,0.355,3.355,370,50,93,183,150,215.3333333,215.3333333,215.3333333,127.5,127.5,127.5,127.5,92.25,92.25,92.25,12.245,285.109,0,0.542536635,12.60943644,0.057386196,35.20953848,0.542536635,0.160461475,49.24942397
Colombia4795,0.112,0.226,0.341,3.341,57,2,2,2,1,3.333333333,3.333333333,3.333333333,2.5,2.5,2.5,2.5,2.5,2.5,2.5,17.912,2516.48,0,1.16503826,26.66464254,0.055711125,34.82719689,1.16503826,0.161660927,48.17678537
Colombia4785,0.13,0.265,0.402,3.402,1,1,1,1,1,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0,0.596,45.171,0,1.397902688,30.63782932,0.056968005,32.95461515,1.397902688,0.167063191,44.94418382
Colombia4786,0.13,0.265,0.403,3.403,104,43,25,28,50,33,33,33,17,17,17,17,14,14,14,45.084,43.603,133.673,6.108658861,133.7264363,0.05562614,33.28004314,6.108658861,0.163247573,45.96504658
Colombia4790,0.324,0.682,1.064,4.064,23,1,2,9,7,5.333333333,5.333333333,5.333333333,1.75,1.75,1.75,1.75,0,0,0,4.156,1010.94,204,2.007413052,44.69049435,0.055003793,33.99113216,2.007413052,0.162312907,46.90518433
Colombia4783,0.157,0.322,0.494,3.494,246,40,41,26,24,28.33333333,28.33333333,28.33333333,42.25,42.25,42.25,42.25,19.25,19.25,19.25,46.38,85.018,67.097,1.630075011,35.32702424,0.054757197,33.08606827,1.630075011,0.1629473,45.56043957
Colombia4784,0.129,0.262,0.398,3.398,125,22,30,17,20,20.33333333,20.33333333,20.33333333,84,84,84,84,32.5,32.5,32.5,41.813,73.561,140.569,0.306176682,6.8470029,0.056398822,33.67192646,0.306176682,0.163750779,47.09136337
Colombia4781,0.128,0.261,0.397,3.397,220,58,31,37,30,40.33333333,40.33333333,40.33333333,31.75,31.75,31.75,31.75,21.25,21.25,21.25,120.545,32.701,8.713,0.8702732,14.4548171,0.059012857,24.32667181,0.8702732,0.172365994,33.46344817
Colombia4782,0.124,0.252,0.383,3.383,185,30,28,27,25,16.66666667,16.66666667,16.66666667,14.25,14.25,14.25,14.25,20.25,20.25,20.25,61.35,49.073,0,0.317183361,6.135753001,0.058666148,28.62059077,0.317183361,0.169801547,39.07533319
Colombia4779,0.114,0.23,0.348,3.348,196,22,15,11,8,7.666666667,7.666666667,7.666666667,8.5,8.5,8.5,8.5,7.25,7.25,7.25,63.128,17.889,400,1.059210036,21.28853448,0.057640123,30.25992431,1.059210036,0.167755567,41.26183303
Colombia4780,0.132,0.269,0.41,3.41,517,102,64,63,55,45.33333333,45.33333333,45.33333333,30.75,30.75,30.75,30.75,24.75,24.75,24.75,83.813,25.428,448.418,16.34450995,217.3116944,0.058222559,19.51146465,16.34450995,0.177650682,26.43403335
Colombia3884,0.104,0.209,0.314,3.314,113,10,6,12,6,4.333333333,4.333333333,4.333333333,5.75,5.75,5.75,5.75,5,5,5,70.644,7.015,55.003,0.486080404,6.876461672,0.059507987,20.31031704,0.486080404,0.173756781,28.30428347
Colombia3885,0.118,0.239,0.361,3.361,423,83,67,63,65,54,54,54,55.25,55.25,55.25,55.25,64,64,64,124.188,4.466,330.691,2.197246629,41.15644691,0.05768646,28.13165083,2.197246629,0.16919852,38.49674347
Colombia4778,0.11,0.222,0.335,3.335,40,4,3,6,2,5.333333333,5.333333333,5.333333333,3.5,3.5,3.5,3.5,2.5,2.5,2.5,27.91,15.168,0,37.29627226,694.3716189,0.058982198,27.69554272,37.29627226,0.168565676,38.30608721
Colombia3886,0.154,0.315,0.482,3.482,589,46,38,38,19,17.33333333,17.33333333,17.33333333,27.25,27.25,27.25,27.25,19,19,19,84.623,31.25,119.285,1.490464124,30.29622615,0.058495626,30.18481241,1.490464124,0.165195915,42.02180731
Colombia7976,0.109,0.219,0.329,3.329,319,11,9,8,2,3,3,3,0,0,0,0,0,0,0,63.685,3.991,544.333,0.148827543,3.243929507,0.05367109,33.56350921,0.148827543,0.160413893,46.07048369
Colombia3887,0.166,0.343,0.527,3.527,272,31,23,28,17,17,17,17,16.5,16.5,16.5,16.5,15.75,15.75,15.75,87.09,39.179,31.517,0.625651378,13.69699225,0.055554635,33.23066755,0.625651378,0.161930682,45.86676128
Colombia3888,0.121,0.246,0.374,3.374,260,18,17,23,16,12.33333333,12.33333333,12.33333333,11.5,11.5,11.5,11.5,6.25,6.25,6.25,66.345,39.179,299.859,1.223571999,26.32193031,0.055140473,32.7842299,1.223571999,0.162386123,45.03951801
Colombia3889,0.138,0.281,0.428,3.428,939,34,41,41,37,32.33333333,32.33333333,32.33333333,25.75,25.75,25.75,25.75,22.75,22.75,22.75,122.851,11.253,437.602,6.695295416,115.242001,0.05735061,25.65741855,6.695295416,0.173878739,34.50822776
Colombia3890,0.113,0.228,0.345,3.345,1990,353,227,228,220,144.3333333,144.3333333,144.3333333,157.5,157.5,157.5,157.5,145.25,145.25,145.25,279.053,35.877,976.514,0.178272742,3.608209543,0.056596853,30.41856527,0.178272742,0.166461566,41.50058007
Colombia7983,0.192,0.398,0.616,3.616,449,9,3,2,2,1.333333333,1.333333333,1.333333333,0.5,0.5,0.5,0.5,8.5,8.5,8.5,46.503,11.991,542.3,0.478615946,7.592125759,0.057406329,23.32312059,0.478615946,0.173707201,31.77579478
Colombia4788,0.113,0.229,0.346,3.346,5,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,1.988,204.371,0,3.262715044,24.12984791,0.063931226,10.41613494,3.262715044,0.187498036,14.36139274
Colombia4789,0.108,0.217,0.327,3.327,224,15,61,61,86,89.33333333,89.33333333,89.33333333,41.25,41.25,41.25,41.25,28.5,28.5,28.5,79.184,1064.55,152.586,4.886861336,88.12511638,0.053421875,27.71441907,4.886861336,0.167723542,37.35027187
Ecuador3891,0.149,0.305,0.467,3.467,344,17,18,12,17,11,11,11,10,10,10,10,7.5,7.5,7.5,33.968,10.158,260.108,16.10717509,282.4662378,0.057779021,26.24847386,16.10717509,0.168779334,35.82763497
Ecuador3893,0.11,0.222,0.335,3.335,184,24,21,25,22,17.66666667,17.66666667,17.66666667,15,15,15,15,11,11,11,139.957,46.142,53.672,1.168710783,18.08059081,0.059639626,22.54225989,1.168710783,0.174728695,30.99113604
Ecuador3894,0.113,0.228,0.345,3.345,62,2,1,1,4,1.333333333,1.333333333,1.333333333,1.5,1.5,1.5,1.5,3,3,3,25.601,22.699,42.733,2.544346779,43.71415802,0.05585714,25.91623894,2.544346779,0.17295637,34.6181653
Ecuador3895,0.13,0.265,0.405,3.405,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.804,18.9,9.381,7.143261818,131.8077534,0.05550175,28.08465485,7.143261818,0.166362231,38.16693511
Ecuador3896,0.111,0.223,0.337,3.337,69,5,4,2,3,3.666666667,3.666666667,3.666666667,3.75,3.75,3.75,3.75,4.25,4.25,4.25,45.888,16.702,157.207,1.036692842,22.71988151,0.057656596,32.92562392,1.036692842,0.165513151,45.46971053
Ecuador3892,0.125,0.252,0.383,3.383,157,13,10,17,8,11,11,11,14.5,14.5,14.5,14.5,15.5,15.5,15.5,33.33,8.313,77.222,2.161284741,41.15232137,0.058431297,28.40807967,2.161284741,0.16837147,39.04648196
Ecuador3897,0.115,0.232,0.351,3.351,56,5,9,7,8,6,6,6,5,5,5,5,5.5,5.5,5.5,102.73,42.584,19.25,2.849430012,41.97095797,0.059750128,21.53937918,2.849430012,0.175746174,29.48582836
Ecuador3898,0.111,0.224,0.338,3.338,17,2,4,6,3,3.333333333,3.333333333,3.333333333,2,2,2,2,1.25,1.25,1.25,43.245,46.83,93.084,6.177781936,106.2202327,0.060289851,25.30980508,6.177781936,0.169446476,35.08017165
Ecuador3899,0.108,0.218,0.328,3.328,21,1,4,1,4,0.666666667,0.666666667,0.666666667,0.25,0.25,0.25,0.25,2,2,2,18.965,543.407,0,1.128386046,24.52738778,0.05594379,32.90127132,1.128386046,0.165423215,44.88055087
Ecuador3900,0.109,0.219,0.33,3.33,25,5,2,3,1,3.666666667,3.666666667,3.666666667,1.5,1.5,1.5,1.5,1.5,1.5,1.5,30.484,106.843,0,0.081363859,1.802695751,0.061704456,33.15531474,0.081363859,0.169519419,46.47044967
Ecuador3901,0.111,0.224,0.337,3.337,5,1,2,1,1,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,1.75,1.75,1.75,24.929,533.105,0,0.204921209,4.687417319,0.055611398,34.7413002,0.204921209,0.161310089,48.01619714
Ecuador3902,0.107,0.215,0.324,3.324,15,4,3,5,2,2.333333333,2.333333333,2.333333333,3.75,3.75,3.75,3.75,3.5,3.5,3.5,26.886,74.066,0,0.15636689,3.603140592,0.055787414,34.8078495,0.15636689,0.161917257,48.24724584
Ecuador3903,0.117,0.235,0.356,3.356,13,7,6,1,1,1.666666667,1.666666667,1.666666667,1.5,1.5,1.5,1.5,0.75,0.75,0.75,42.844,49.63,21.645,0.031016488,0.720653284,0.054032992,35.39475118,0.031016488,0.159438668,48.47710666
Ecuador3904,0.114,0.228,0.345,3.345,28,1,4,2,2,0.666666667,0.666666667,0.666666667,1.25,1.25,1.25,1.25,1,1,1,37.464,27.607,0,0.030939805,0.720544356,0.055994303,34.88458089,0.030939805,0.161248599,48.1183792
Ecuador3905,0.131,0.267,0.405,3.405,44,14,9,8,8,5,5,5,6,6,6,6,5.75,5.75,5.75,32.596,49.354,1,0.030427883,0.720464512,0.053409138,36.40626692,0.030427883,0.158675803,49.73612829
Ecuador3906,0.121,0.244,0.369,3.369,67,8,5,7,3,4,4,4,3,3,3,3,1.25,1.25,1.25,25.717,572.801,0,0.030682784,0.720501739,0.054355363,35.79059063,0.030682784,0.160173229,48.78731407
Ecuador3907,0.122,0.248,0.376,3.376,2,1,1,1,1,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.654,572.801,0,0.032034702,0.721009955,0.058774958,34.24847831,0.032034702,0.171151291,46.7151588
Ecuador3908,0.139,0.283,0.43,3.43,1038,115,87,78,79,73.33333333,73.33333333,73.33333333,65.75,65.75,65.75,65.75,64.75,64.75,64.75,85.395,125.903,21.92,0.060266702,1.440803942,0.052750253,37.04093901,0.060266702,0.156496672,50.73946889
Ecuador3909,0.17,0.348,0.534,3.534,71,7,7,12,6,4.666666667,4.666666667,4.666666667,3.25,3.25,3.25,3.25,2.75,2.75,2.75,11.702,470.954,15.366,0.030722845,0.720527802,0.054146801,35.7261189,0.030722845,0.159310383,48.96760968
Ecuador3910,0.226,0.467,0.721,3.721,1337,60,50,65,43,47,47,47,41.75,41.75,41.75,41.75,34.75,34.75,34.75,121.432,155.381,832.278,0.216203862,4.688992206,0.056466482,32.64613209,0.216203862,0.167427125,44.5942129
Ecuador8021,0.12,0.241,0.365,3.365,340,27,17,19,23,21.33333333,21.33333333,21.33333333,17.75,17.75,17.75,17.75,19,19,19,134.472,478.398,221.012,4.98854465,84.55767127,0.058944329,25.17955999,4.98854465,0.170663283,34.54844244
Ecuador3911,0.248,0.514,0.795,3.795,28,13,1,1,1,1,1,1,0.5,0.5,0.5,0.5,3,3,3,4.634,79.534,0,0.870540404,19.10324762,0.057520946,32.80677264,0.870540404,0.163677659,45.58532608
Ecuador3912,0.117,0.235,0.355,3.355,144,21,17,17,10,8.666666667,8.666666667,8.666666667,10.5,10.5,10.5,10.5,7.5,7.5,7.5,29.748,154.298,19.716,3.305502502,69.99743879,0.056509846,32.01484505,3.305502502,0.162906725,44.20575523
Ecuador3913,0.146,0.296,0.451,3.451,1,10,7,15,14,19,19,19,19.75,19.75,19.75,19.75,33.75,33.75,33.75,29.402,74.143,0,0.540148885,11.54023587,0.06295501,31.72912092,0.540148885,0.171035926,44.97252824
Ecuador3914,0.119,0.24,0.362,3.362,47,15,7,15,7,7.666666667,7.666666667,7.666666667,5.25,5.25,5.25,5.25,4.5,4.5,4.5,23.959,364.501,300.522,0.138091897,3.242209356,0.054707882,35.99006483,0.138091897,0.156707468,49.8299847
Ecuador3915,0.268,0.556,0.861,3.861,5,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,1.75,1.75,1.75,4.674,213.219,0,0.061959199,1.441079638,0.05535749,35.41319649,0.061959199,0.159463167,48.64066289
Ecuador3916,0.176,0.36,0.552,3.552,3,1,2,1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,2.986,326.728,0,0.031529885,0.720650738,0.055749917,34.25152414,0.031529885,0.161488817,47.17253452
Ecuador3917,0.203,0.418,0.644,3.644,5,1,2,1,1,1.666666667,1.666666667,1.666666667,1.5,1.5,1.5,1.5,0.25,0.25,0.25,2.178,432.472,0,2.599634458,59.48787952,0.055870773,34.93968743,2.599634458,0.162155633,48.19399763
Ecuador3918,0.281,0.582,0.902,3.902,73,1,1,2,2,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,7.884,336.777,38.552,0.081001027,1.803009251,0.057312257,33.25711016,0.081001027,0.164656617,45.72700814
Ecuador3919,0.369,0.769,1.199,4.199,39,1,1,1,1,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0.5,1,1,1,6.895,125.727,55.138,8.252013434,176.0565476,0.053847384,32.79001821,8.252013434,0.161641037,44.84738219
Ecuador3920,0.338,0.704,1.095,4.095,49,1,1,1,4,1.333333333,1.333333333,1.333333333,1.5,1.5,1.5,1.5,1.5,1.5,1.5,9.637,361.229,61.372,7.820738002,153.6799319,0.055876281,29.70079899,7.820738002,0.169237106,40.19844994
